id,use_case_id,name,description,status,shipped_at
cefebcdf-d4dc-4678-ab68-e7c784351362,94581446-d490-4508-927b-b5b6897d8ba9,Auto parser for Mobile #294,Auto parser capability in Mobile,shipped,2023-12-07
34a559f9-94cf-4a55-a01c-b5626e273906,aa66f5ff-7817-45a2-a1ff-f9c0956915f6,Enhanced parser for Mobile #295,Enhanced parser capability in Mobile,planned,
d975dd4d-e212-45e3-a5bd-1d49bbfb7da4,9b76ab6f-37a0-422a-9662-a575017fbd89,Inline parser for Mobile #296,Inline parser capability in Mobile,shipped,2024-05-14
630b2f00-6ab3-4f03-8c23-794799722e6a,5bada45e-cfaf-4cef-baef-799f24023eba,Live parser for Mobile #297,Live parser capability in Mobile,planned,
50fa72be-10aa-4b9c-8177-6ea0770606b6,147e280e-cd0b-452c-9ae5-4aae0e22eaea,Cached parser for Mobile #298,Cached parser capability in Mobile,shipped,2025-06-06
fb1492d9-9075-477d-8976-72d8353b06d6,bfe86617-cb69-47e0-973f-d2ee4ffa28e7,Async parser for Mobile #299,Async parser capability in Mobile,planned,
b6264e03-7043-484b-b189-bbe058efdf1d,b003c371-f7af-48ce-ab84-055739e61a04,Advanced editor for Alerting #300,Advanced editor capability in Alerting,shipped,2022-07-05
61090654-34e8-40b8-823c-c63fd0679517,ed5c8a4e-f62e-425a-9957-bd859391ffbc,Smart editor for Alerting #301,Smart editor capability in Alerting,in_development,
08cb9aa2-407e-4e30-b24e-3c7f2b9e3855,b3744010-5157-4dd3-bb22-f02c25f1fb4c,Bulk editor for Alerting #302,Bulk editor capability in Alerting,shipped,2024-10-01
e9b77c61-e475-4975-85d8-f9e8cb2ba63f,6e2a93c9-5f30-4b28-8b0a-b47caaa3d657,Custom editor for Alerting #303,Custom editor capability in Alerting,planned,
6270ec2c-1d18-4f79-904c-acadd118ad7b,159dd31f-104f-4b2c-9ca8-92c8e8c3d79c,Auto editor for Alerting #304,Auto editor capability in Alerting,shipped,2025-01-15
69bf7d94-0b2e-4938-826f-2a6a871678c4,f538b960-8907-4794-843e-eee3957221c9,Enhanced editor for Alerting #305,Enhanced editor capability in Alerting,planned,
6b053f1f-5fac-4448-a609-c77dca6e09f9,166101b9-2cf2-4fba-aaeb-c3cd468e2a73,Inline editor for Alerting #306,Inline editor capability in Alerting,shipped,2022-03-05
9711873b-ef96-48ef-afd8-7fecb36213d2,5552fb56-3871-43f5-9576-3568784939cf,Live editor for Alerting #307,Live editor capability in Alerting,planned,
b10c7cbd-05e0-4e82-8a3e-90bf4e0f2986,9acfd275-6f44-4bb2-980d-2aa921cd1cb3,Cached editor for Alerting #308,Cached editor capability in Alerting,planned,
2aa05916-9d75-481d-b8c0-e2dddc91545e,acfa11ab-d033-46e1-8e64-7e6beff56876,Async editor for Alerting #309,Async editor capability in Alerting,shipped,2022-12-21
7e2f0023-794b-4d38-8a94-fff42f217cb9,dff6eaeb-0a11-47e0-955e-78176e638092,Advanced viewer for Alerting #310,Advanced viewer capability in Alerting,shipped,2024-02-01
132a63a1-668b-4c1f-b0c6-a02be187eb88,7d379108-3c5f-4fa7-b6d3-ca58bfba7708,Smart viewer for Alerting #311,Smart viewer capability in Alerting,shipped,2024-03-23
a6f777ca-91c9-4a43-9749-544e782a20f8,5a21d774-5e00-44a9-b8a0-cd827e9060af,Bulk viewer for Alerting #312,Bulk viewer capability in Alerting,planned,
55b7684b-274e-4a87-b9d2-735790cc5cf9,33f56f8a-4369-47e8-8ed6-df048f6e2aa6,Custom viewer for Alerting #313,Custom viewer capability in Alerting,shipped,2024-05-19
4e5e3ad4-e13d-4d9a-9a7a-8e56ace19a60,9faae864-baed-4b70-91ef-07e729dc61ee,Auto viewer for Alerting #314,Auto viewer capability in Alerting,shipped,2022-07-21
d4488a83-7361-4c0e-835b-cb5df30a5f50,044be161-caf9-4c59-a3d0-6bb67f4a12a8,Enhanced viewer for Alerting #315,Enhanced viewer capability in Alerting,shipped,2025-05-27
f4060163-5bc6-4781-8de6-33fcfc1daff1,0cd6f7cb-ac09-415a-986e-545a60ae14a3,Inline viewer for Alerting #316,Inline viewer capability in Alerting,in_development,
ac0d7991-a1d9-4525-9e49-a2fa354d35f8,63f70044-9412-46ff-b1c7-74feceab410c,Live viewer for Alerting #317,Live viewer capability in Alerting,in_development,
acd5028e-f6a6-4412-ab4d-ac2769d8350a,213b1bc0-0f49-47df-953a-7fb7d21165bd,Cached viewer for Alerting #318,Cached viewer capability in Alerting,shipped,2022-11-18
28755b5a-a743-4fad-b341-50863b018345,5b6952d3-ce30-4dd7-915b-180df489f446,Async viewer for Alerting #319,Async viewer capability in Alerting,planned,
cd977e4b-24ae-441c-9086-b7c4b21b1816,7d9ee7e7-2cd4-4c51-8790-362f6d97dbb7,Advanced builder for Alerting #320,Advanced builder capability in Alerting,shipped,2022-07-31
e4e52e2c-e9bf-4af8-8243-ff7c7a598c48,d22499d9-5ca1-4e52-b58b-a0fa7c4abbcb,Smart builder for Alerting #321,Smart builder capability in Alerting,shipped,2021-07-27
68bc2ee1-ddf9-49fb-883d-850d5145c248,b686981d-5be1-4bbe-a8bf-0f91a68d08ce,Bulk builder for Alerting #322,Bulk builder capability in Alerting,shipped,2026-02-20
28e5ac67-af05-4c56-84de-3e0efaa4e475,50d4bdd4-0a51-4997-8b28-ec3b06a254b4,Custom builder for Alerting #323,Custom builder capability in Alerting,shipped,2024-02-06
fef241c0-c446-44a5-b5fc-5419b339473c,88507f87-09d4-4eff-8602-07ab6e1ceec7,Auto builder for Alerting #324,Auto builder capability in Alerting,shipped,2025-01-21
0fd63630-6235-40bf-b662-096b8ed275a5,d7ac0082-b797-49c8-9659-44a4fb8ed942,Enhanced builder for Scheduling #325,Enhanced builder capability in Scheduling,shipped,2024-10-08
f03be7e4-14c6-4fd7-ad1d-79a6f929ab09,b7140707-f7b1-47d8-bb45-1de991d9df3a,Inline builder for Scheduling #326,Inline builder capability in Scheduling,in_development,
10eeba0e-1c14-4db5-9d92-43a7b6a00393,d964905a-f775-4e48-b45a-419bae2a286d,Live builder for Scheduling #327,Live builder capability in Scheduling,shipped,2021-05-05
9bdab8d7-2e95-4aac-b74b-7dccaa19e903,22b8690b-aa8d-45b3-9048-36d9488b6e9d,Cached builder for Scheduling #328,Cached builder capability in Scheduling,shipped,2021-08-31
eb29120e-b352-49a9-abc9-c8ea24ca7d2e,8eaffde2-3206-4ed6-a19d-af29dc96d53f,Async builder for Scheduling #329,Async builder capability in Scheduling,in_development,
d7c89805-5dd7-4b21-998d-d2a4e0a3051c,b3d07d4a-ff21-47b9-8f43-24bc21182411,Advanced picker for Scheduling #330,Advanced picker capability in Scheduling,shipped,2023-02-10
148a28d0-cef7-4987-b50e-69d1680d88d2,a2a380a4-eb40-40da-ab86-e57e40fa79ef,Smart picker for Scheduling #331,Smart picker capability in Scheduling,shipped,2023-03-03
9796d0fd-9691-47e4-bcf1-84c30c7788e6,04e6f391-7713-46a3-9bab-76dadd1bbac0,Bulk picker for Scheduling #332,Bulk picker capability in Scheduling,shipped,2023-11-10
90b77f88-5f2e-4ded-ac46-5b18783b3002,78bf0871-0876-471c-b611-a527ab2f1445,Custom picker for Scheduling #333,Custom picker capability in Scheduling,shipped,2025-05-09
e26c01af-1b29-4126-8427-b3094efc5088,20a528e4-0f66-401f-81f4-247da71a3664,Auto picker for Scheduling #334,Auto picker capability in Scheduling,shipped,2025-01-31
71612612-26b6-441f-a96e-c4828a34eb19,3af2a0e1-931f-4913-90bf-2d723377507f,Enhanced picker for Scheduling #335,Enhanced picker capability in Scheduling,shipped,2022-06-11
9463385d-ec4b-42a3-9f71-c3f70457fcd8,6f2cbefb-fc66-42d4-bb9d-8ab9f815afeb,Inline picker for Scheduling #336,Inline picker capability in Scheduling,shipped,2022-12-25
017bd7cd-da2a-487a-9a33-4e1e2dfea812,cb302333-0a4a-4e17-be10-3506ce27bb1e,Live picker for Scheduling #337,Live picker capability in Scheduling,shipped,2024-10-23
3e7e35ad-8396-4203-82e9-7b3a835e0611,7d436615-00b7-47c3-953e-6765bb61af2d,Cached picker for Scheduling #338,Cached picker capability in Scheduling,planned,
5d5deb3d-53d6-4062-b133-b3604360ac9e,a6765fed-aac5-45f5-a03f-c3130083a7f6,Async picker for Scheduling #339,Async picker capability in Scheduling,shipped,2026-02-06
e38c3782-7013-438d-a87a-386264dc2945,15d88c20-0115-40ec-b683-0575ba25c763,Advanced navigator for Scheduling #340,Advanced navigator capability in Scheduling,shipped,2023-01-03
4f7024b4-79cf-41d8-9101-bae285e794c3,f698e047-a9e9-4385-b53b-9415440399b3,Smart navigator for Scheduling #341,Smart navigator capability in Scheduling,planned,
e7c40dde-13a7-4755-b4ed-4eb819524b4c,add61929-adf3-4721-a8de-fe91cb9ce7f3,Bulk navigator for Scheduling #342,Bulk navigator capability in Scheduling,shipped,2021-11-05
e762a5ea-091c-4a23-8606-3aa00900eb5d,8bd2729a-5749-46cb-bb16-8997dd59d2d9,Custom navigator for Scheduling #343,Custom navigator capability in Scheduling,deprecated,2023-12-09
6c64b84c-2093-4e14-a7f5-f421f84f8826,d8a9e322-28f0-4008-bec3-933adbb4a426,Auto navigator for Scheduling #344,Auto navigator capability in Scheduling,in_development,
3a1064aa-c6e5-4ab4-b102-1e79f9c206fd,879aa647-1a35-496c-8a76-af61c2d780be,Enhanced navigator for Scheduling #345,Enhanced navigator capability in Scheduling,planned,
210a8e97-949c-4c10-a2fb-758769a127aa,1f8d497a-4539-4d74-8ffe-c73e4f4dad43,Inline navigator for Scheduling #346,Inline navigator capability in Scheduling,shipped,2021-07-07
c629c29a-5709-45c2-95b3-7cbf0842a39c,978a08e7-e461-4b83-8803-431e9e15c8ac,Live navigator for Scheduling #347,Live navigator capability in Scheduling,planned,
51998bc1-a531-468d-8405-e2a7e580b478,2cfa64b4-d311-447d-80a2-c271a1d2290b,Cached navigator for Scheduling #348,Cached navigator capability in Scheduling,shipped,2022-06-25
d16cdc03-30a4-4257-9bb4-9a8638238a68,b6389aa2-ea78-48ce-ad96-cb59e3dc0787,Async navigator for Scheduling #349,Async navigator capability in Scheduling,planned,
63d9e31a-b5e3-4891-ae98-87199bae56f9,9c44c037-0753-407d-b819-fb55f292a7b1,Advanced wizard for Git/Version Control #350,Advanced wizard capability in Git/Version Control,in_development,
088bb9c2-f83d-4373-9ad8-4f113f783d94,ca5e16dc-48dd-4c4d-a689-6d473f26f2ee,Smart wizard for Git/Version Control #351,Smart wizard capability in Git/Version Control,shipped,2026-01-16
e171d093-8327-495f-a188-88effae929d5,4eb153c2-b1d9-4723-97b1-89b37a6b0f28,Bulk wizard for Git/Version Control #352,Bulk wizard capability in Git/Version Control,in_development,
db679f9a-625c-4384-a873-a590e32c5e54,dc4b9e83-0525-4e80-bfbf-9723ae8530cd,Custom wizard for Git/Version Control #353,Custom wizard capability in Git/Version Control,shipped,2024-04-13
2c0088a2-ab35-4c8b-9c2e-613fc8006943,331c8673-358c-4037-bcbc-7ffca0951fe5,Auto wizard for Git/Version Control #354,Auto wizard capability in Git/Version Control,in_development,
97b326ce-2f65-4c04-9c57-d23f709188f9,b03ebf76-cd87-4de0-a2f0-160238ee162b,Enhanced wizard for Git/Version Control #355,Enhanced wizard capability in Git/Version Control,shipped,2022-05-08
0ae2ebe6-02b8-4344-8d20-dcd79d28429a,248b8ec4-3286-4d34-ac01-c1bfb4efc286,Inline wizard for Git/Version Control #356,Inline wizard capability in Git/Version Control,planned,
74bc35bf-2e2d-4e48-a96f-235977752546,b6cfea29-ecd0-43cd-ad01-678e21dcffb5,Live wizard for Git/Version Control #357,Live wizard capability in Git/Version Control,planned,
c5cf82b6-3c8d-4a3a-ae42-adc683665113,3ef340b2-bb06-48d2-96cf-83f4b415fbdb,Cached wizard for Git/Version Control #358,Cached wizard capability in Git/Version Control,in_development,
a8401d5b-8cda-4e94-8232-99fda9265b5d,12ffda36-da50-4c44-bbc6-8115c460c7ee,Async wizard for Git/Version Control #359,Async wizard capability in Git/Version Control,shipped,2025-10-12
cf108212-651b-4e51-bcfb-768b3569dba9,23b901de-c4de-48db-aabc-7a2782be74ca,Advanced renderer for Git/Version Control #360,Advanced renderer capability in Git/Version Control,in_development,
39a93c7b-9c82-43ec-add4-35a99ecb9bb4,337e9065-6869-4705-9899-371e5f216aa1,Smart renderer for Git/Version Control #361,Smart renderer capability in Git/Version Control,shipped,2021-08-27
6f3b18b6-cd6a-46df-a1cb-99f52a6f30a6,f17154ef-939d-49dd-98a0-dcde0cd92104,Bulk renderer for Git/Version Control #362,Bulk renderer capability in Git/Version Control,shipped,2022-06-14
7a55526c-501f-4be7-90f3-b43d95fd24a3,51718af0-60e8-43d2-a84e-21fcd581637a,Custom renderer for Git/Version Control #363,Custom renderer capability in Git/Version Control,in_development,
2227b1ec-33c7-40f5-b88b-22bcd4722d91,30e38666-8148-4e6f-840f-1085a383e319,Auto renderer for Git/Version Control #364,Auto renderer capability in Git/Version Control,shipped,2022-07-26
f64f62b7-0718-4225-9902-3ea2c8368eae,b1d0029f-b0fc-4fd3-b8fd-cb7a8533bdf4,Enhanced renderer for Git/Version Control #365,Enhanced renderer capability in Git/Version Control,shipped,2022-11-06
4d89088c-eb38-4f15-864f-252c8a94f99b,80d920da-a305-40e8-8342-f833f2c49976,Inline renderer for Git/Version Control #366,Inline renderer capability in Git/Version Control,shipped,2024-01-09
2bb92af5-4425-4a37-b673-afb4e8fbbd04,e558118b-e885-4577-a79a-8a1f547c1ffd,Live renderer for Git/Version Control #367,Live renderer capability in Git/Version Control,deprecated,2022-10-20
2f7f7d31-8cb1-49b6-a897-e891dcc7f08d,3d83c58e-c053-423c-a87a-fa033571e75e,Cached renderer for Git/Version Control #368,Cached renderer capability in Git/Version Control,planned,
7d260092-2929-4875-86b9-179aa8c27d62,f8b2b64e-48eb-4c13-b6a2-e9cca7f021e5,Async renderer for Git/Version Control #369,Async renderer capability in Git/Version Control,shipped,2022-04-18
b2d3947f-14c4-4d17-a937-e206a17b7ccc,9cf8a025-1e54-4a88-809e-bd8648ce4eb0,Advanced connector for Git/Version Control #370,Advanced connector capability in Git/Version Control,shipped,2023-05-20
278a42d6-c781-4728-8ab8-4164bf100027,da55acde-a94b-40b8-95b5-e3e49aa6d225,Smart connector for Git/Version Control #371,Smart connector capability in Git/Version Control,in_development,
8fe6e831-ba96-4199-b26c-4ba152fe0798,67b05e87-76b6-4454-9155-6239d14f33dd,Bulk connector for Git/Version Control #372,Bulk connector capability in Git/Version Control,planned,
39a64293-37b7-43e6-b171-8f6a629b37d3,00db7e3e-12c2-4764-af9b-ebf30eae55d5,Custom connector for Git/Version Control #373,Custom connector capability in Git/Version Control,planned,
5efe0f5a-dc11-4b76-bb5b-d59e4c92e16a,1ef4de10-3b0f-43fc-9e47-096065382edd,Auto connector for Git/Version Control #374,Auto connector capability in Git/Version Control,shipped,2023-03-05
3c1021ca-d3a4-4b7f-98cc-1a6ef51e7663,2ab47cd3-ca97-4b05-baa7-3fb03beee9d2,Enhanced connector for Developer Experience #375,Enhanced connector capability in Developer Experience,planned,
863031b4-f546-4f8e-9040-b0a41acb449a,85a65ce8-e7e9-4187-b080-ab47f05f6fc7,Inline connector for Developer Experience #376,Inline connector capability in Developer Experience,shipped,2021-11-24
64cdbcfc-debd-48a6-bfe5-9e2335d0ea5d,03846797-53b0-4db2-863d-0473c96409c4,Live connector for Developer Experience #377,Live connector capability in Developer Experience,shipped,2021-09-23
da3361bc-2548-4b2d-80a8-9dca93eeb68c,e4bc5832-a0ce-44bf-87ca-3737514af98c,Cached connector for Developer Experience #378,Cached connector capability in Developer Experience,shipped,2023-10-02
f2057d0b-e4e5-49fc-8cbc-45515106716d,29f383cc-9257-4a41-9071-8dd38f632bd7,Async connector for Developer Experience #379,Async connector capability in Developer Experience,planned,
295bd035-8ffb-4007-a7fc-f08180ac2040,0ce7efef-950a-439d-ac88-446dea76f74f,Advanced validator for Developer Experience #380,Advanced validator capability in Developer Experience,shipped,2025-05-06
f240026c-9fde-4bff-abcd-ab341e67c7f2,1b56adb4-6e75-49ea-ba00-4f015b32f33f,Smart validator for Developer Experience #381,Smart validator capability in Developer Experience,planned,
8adf8983-ac65-485a-aacb-928d6864cf34,4de9fc29-b970-47d6-a6d0-0a89eec4c6ca,Bulk validator for Developer Experience #382,Bulk validator capability in Developer Experience,shipped,2025-06-07
e8bd9982-9299-43f6-86ca-ceee2d2c5f8e,49e7f986-7f2c-401f-a996-0bb6549fd471,Custom validator for Developer Experience #383,Custom validator capability in Developer Experience,in_development,
38657f12-653d-4fd2-9101-2a9bd2a4cf0c,92522ddd-4c8f-4566-94bf-59412fbd5224,Auto validator for Developer Experience #384,Auto validator capability in Developer Experience,planned,
25df8bd8-8905-4c89-b0ac-7830b6069e21,34725d17-908f-40ea-a491-8521aa2990c2,Enhanced validator for Developer Experience #385,Enhanced validator capability in Developer Experience,in_development,
90c12b18-535b-451e-be22-aa08fad7bb47,634bff7e-10a4-428f-8841-901e6b10b052,Inline validator for Developer Experience #386,Inline validator capability in Developer Experience,shipped,2025-04-25
8ddfadd5-ce15-416f-8ec6-e72bb78c0493,24770bd5-71a3-4f92-8a54-c6c606be5bb8,Live validator for Developer Experience #387,Live validator capability in Developer Experience,shipped,2024-05-09
a5ba43f9-6c1a-4d0e-a6ee-4f5a074f268e,80fa1ba1-b3e9-4a68-a1f7-428f216d70a2,Cached validator for Developer Experience #388,Cached validator capability in Developer Experience,shipped,2025-09-12
d0a0827a-9b0b-4f1f-9610-99c8a4683ad2,860a54e8-d314-45c0-a556-ca13218ac2ae,Async validator for Developer Experience #389,Async validator capability in Developer Experience,shipped,2021-05-26
cf1ba01a-44e3-4fad-a5db-5e9640af98f0,aad6e5a7-88b4-4c41-a77e-b32a57c43e59,Advanced parser for Developer Experience #390,Advanced parser capability in Developer Experience,planned,
5aee6676-8c8d-418e-8c5c-a06f1ec7ec57,43951133-2ff0-46fc-801f-2be1b016d988,Smart parser for Developer Experience #391,Smart parser capability in Developer Experience,in_development,
7d069032-ea3d-49ea-975f-f65ad1ca3097,bf94842f-d166-4c95-ae13-01c74145e32c,Bulk parser for Developer Experience #392,Bulk parser capability in Developer Experience,shipped,2023-06-24
ddaead4e-953d-4b90-873b-9991e1aedcb6,7a32efab-d3f7-49de-9896-bb854b4230a1,Custom parser for Developer Experience #393,Custom parser capability in Developer Experience,shipped,2021-07-28
c181bc15-7f7a-4b33-a668-621edf8e894a,a67c2aa7-d3c4-4f64-a24f-87df871ebd8a,Auto parser for Developer Experience #394,Auto parser capability in Developer Experience,planned,
85a53020-f74f-47e6-8c1c-7bc53840f3bc,8f6c7511-e6a2-401d-bfe7-f13745f6950d,Enhanced parser for Developer Experience #395,Enhanced parser capability in Developer Experience,shipped,2025-12-01
3e39fb1e-95c7-4f3c-a002-69d2975d8167,5bf8c060-414b-44f4-b5ae-0f6b7a928a07,Inline parser for Developer Experience #396,Inline parser capability in Developer Experience,shipped,2023-03-16
caf43102-d026-46c0-8559-b66e12c78c4f,1b602c6e-6e8c-429c-a8c0-860b5f566873,Live parser for Developer Experience #397,Live parser capability in Developer Experience,shipped,2026-01-28
0f042279-eec6-4b12-a25b-c4bbc0a50f83,3b6ce7ec-3e41-4c18-8b0d-56a6f4f56253,Cached parser for Developer Experience #398,Cached parser capability in Developer Experience,in_development,
682bd36d-129c-45a6-a619-6adfab5d7448,7db27134-15a3-4c19-9d79-367777591648,Async parser for Developer Experience #399,Async parser capability in Developer Experience,deprecated,2024-12-20
49263714-9e0a-4b8b-8069-7dc90057df97,702fbf43-c0be-45ab-aed2-6d99a36aa46a,Advanced editor for Data Quality #400,Advanced editor capability in Data Quality,deprecated,2023-04-22
d2cebef9-0427-4903-a09d-5b7c5ec56f7f,58d49ecd-4980-45f3-ac2c-134972a92618,Smart editor for Data Quality #401,Smart editor capability in Data Quality,in_development,
0eabc852-d4a1-4335-b4ae-4039ba4e6997,e0df72de-c362-4c65-9aaf-50cd18eb85f2,Bulk editor for Data Quality #402,Bulk editor capability in Data Quality,shipped,2023-12-05
bb89f8c5-990b-445d-a1a1-0b3a9c3abfd4,6b105784-b858-41d0-9969-5b8d74e61e8a,Custom editor for Data Quality #403,Custom editor capability in Data Quality,planned,
fee77be3-5bbe-472b-872e-c5bb7f25a278,0d0a788e-210d-4e3c-8ca4-ef21728c4588,Auto editor for Data Quality #404,Auto editor capability in Data Quality,planned,
cdb690b6-fe5a-4dc5-8151-889bae3be8a2,0585334e-8370-4522-b627-7cd0ced7c6ff,Enhanced editor for Data Quality #405,Enhanced editor capability in Data Quality,in_development,
edd5ff42-9af6-4a99-a2ad-5225ce2e2344,738edab0-a7c2-4f88-a07a-39cca5c8e138,Inline editor for Data Quality #406,Inline editor capability in Data Quality,shipped,2023-01-22
1a187b4f-5fd1-4a47-acd6-e3b43939c691,bf0dbc16-4114-417d-8275-d74f1a42959a,Live editor for Data Quality #407,Live editor capability in Data Quality,in_development,
2d7e4c63-fcc4-4fa0-84d8-49b00c81f747,9b276a2b-3669-4fc4-adb5-e7031d733750,Cached editor for Data Quality #408,Cached editor capability in Data Quality,shipped,2022-01-26
5f91c8b8-c8d0-4332-9ee0-fc55c3d3ca3f,d71e2b37-387f-4878-9aa8-ba5760c08470,Async editor for Data Quality #409,Async editor capability in Data Quality,in_development,
f7e4993c-1958-463e-9d57-e4836d0016ae,21174d85-5f74-4b07-a9d8-4ae57d89cd20,Advanced viewer for Data Quality #410,Advanced viewer capability in Data Quality,shipped,2021-03-25
06d370c9-f258-44a7-b9f6-16d3845f85a3,174fa20b-3b92-484b-aecf-08e59ab44e63,Smart viewer for Data Quality #411,Smart viewer capability in Data Quality,shipped,2023-10-13
d67a03ba-0324-437a-a198-827006696205,63c5e336-142f-467d-99fe-8fc3fc32da3f,Bulk viewer for Data Quality #412,Bulk viewer capability in Data Quality,shipped,2022-07-23
edc25986-1d7d-4a0c-b629-5d74b479e3f2,c9f79f53-89de-47fd-b777-57db82959de8,Custom viewer for Data Quality #413,Custom viewer capability in Data Quality,shipped,2025-06-16
1f5c2ed5-b100-4978-9957-c77db8aebf9c,8c67b0b4-3a41-4545-bb94-cf0d40038f5a,Auto viewer for Data Quality #414,Auto viewer capability in Data Quality,shipped,2020-11-28
4955a145-7c8b-4455-9763-95e5c7aef616,c6e9c1af-f5a0-466d-89f3-b8762f2c1f2b,Enhanced viewer for Data Quality #415,Enhanced viewer capability in Data Quality,shipped,2021-02-16
181506b1-6fcf-4c8d-9b34-092da2749c94,e35978b3-d8b7-4093-b05a-d0422ac9c886,Inline viewer for Data Quality #416,Inline viewer capability in Data Quality,planned,
a301b787-ad0d-471e-8c77-53242e8c1243,41106d8b-067e-4e45-a4e0-1ce5e3f8a0ee,Live viewer for Data Quality #417,Live viewer capability in Data Quality,shipped,2024-06-29
504ecf1d-3b05-4a97-929c-e5cabb7f66aa,63bbedb2-37b9-457a-9221-cb42b7b8b249,Cached viewer for Data Quality #418,Cached viewer capability in Data Quality,planned,
149a25d5-2ca6-42c3-bfb1-d93f6de5bb64,ed94830c-cee1-4af6-bbbb-d77d67de3c6d,Async viewer for Data Quality #419,Async viewer capability in Data Quality,shipped,2023-02-26
c3e57873-8f55-4629-a818-4576b31c1b93,30cb4db6-3362-4296-a95d-9c9178545ba6,Advanced builder for Data Quality #420,Advanced builder capability in Data Quality,planned,
7ad4d08f-a644-48a4-8c95-7e15c1122316,80380fb0-ebfe-4fd4-a70e-502bddd98ff6,Smart builder for Data Quality #421,Smart builder capability in Data Quality,in_development,
b85882cf-49a5-412e-a02e-c8d8afae9a46,3895d72f-21fd-4b6b-be81-f122b5064261,Bulk builder for Data Quality #422,Bulk builder capability in Data Quality,planned,
cc4e8c86-ca0c-4bdc-b2f3-2a038c88304b,718dc737-a7cf-4839-abf3-2d4dd0b0c529,Custom builder for Data Quality #423,Custom builder capability in Data Quality,shipped,2023-02-12
fa53f51e-1537-4914-a4dd-d2b36dad2051,c42d016d-9b62-4d69-926d-1cb201f6343f,Auto builder for Data Quality #424,Auto builder capability in Data Quality,in_development,
b9024a96-449b-494c-b402-79e015597d32,c2fa1f0a-e995-441e-a86a-c48d77d97c97,Enhanced builder for Semantic Layer #425,Enhanced builder capability in Semantic Layer,shipped,2022-07-04
5ee16593-8f85-4460-982e-30c28efa310f,5db7e038-6be1-4688-a3eb-e876858421bd,Inline builder for Semantic Layer #426,Inline builder capability in Semantic Layer,shipped,2023-05-31
b4c5af0d-7404-4a68-bc6b-0a4d44847e5d,96b050db-91fe-4eaa-8e56-7456b08aba01,Live builder for Semantic Layer #427,Live builder capability in Semantic Layer,shipped,2022-11-27
14371af4-2697-4b74-94dd-e610f70c73e9,8925f8f3-6c9e-4556-8b1c-b0403488d676,Cached builder for Semantic Layer #428,Cached builder capability in Semantic Layer,planned,
de7e793b-00b5-4882-84b8-753bdbdcd4f4,1ccd94cf-5c6b-4b20-bff3-66ef39aea833,Async builder for Semantic Layer #429,Async builder capability in Semantic Layer,planned,
49f03633-81dd-4699-961b-b04d841c6d76,49d09e61-f076-4fd0-90d1-01f248384768,Advanced picker for Semantic Layer #430,Advanced picker capability in Semantic Layer,shipped,2023-09-07
abae086a-9647-4db0-abfe-be19c3653cf7,c0fee2fe-efbf-4e01-8e50-a08b6cd3a1e8,Smart picker for Semantic Layer #431,Smart picker capability in Semantic Layer,planned,
39258f1e-8cc6-4e20-a333-0fb9f70f2656,50aefc2b-7182-4ca7-9075-51d4a968582c,Bulk picker for Semantic Layer #432,Bulk picker capability in Semantic Layer,shipped,2021-03-14
763b6e5c-6ede-4bfe-98aa-59e351100ee4,cbc300a7-1b90-4d8a-adb7-429849b63a9b,Custom picker for Semantic Layer #433,Custom picker capability in Semantic Layer,shipped,2024-11-10
a7f9c792-58a5-4a00-a2a7-ab250979c141,4833b6d5-1ad4-4fb6-9eb3-74bb8585b802,Auto picker for Semantic Layer #434,Auto picker capability in Semantic Layer,in_development,
64197667-afe1-4098-a1a7-fcf5c8ec7a30,49e05380-626e-4062-852e-336a7482b19e,Enhanced picker for Semantic Layer #435,Enhanced picker capability in Semantic Layer,planned,
2bf7ee4d-3b2a-42b2-a3f7-02d181684727,b087520f-02f0-4177-a8d7-c4934bedea6b,Inline picker for Semantic Layer #436,Inline picker capability in Semantic Layer,shipped,2021-02-08
ba0aba82-ed9a-4bf0-9cda-033f8ee6abf2,1320afe6-b171-41e4-8b0f-f98f13e24893,Live picker for Semantic Layer #437,Live picker capability in Semantic Layer,in_development,
da1572db-9e55-40fa-96b5-7ec6e150a5b3,5bd353a7-68a9-45f1-83cd-6b74515ea54f,Cached picker for Semantic Layer #438,Cached picker capability in Semantic Layer,planned,
52eef11e-ec74-4eba-b0ab-bbf3c24b1439,488598cd-579a-4161-92cf-b91f3fdc248c,Async picker for Semantic Layer #439,Async picker capability in Semantic Layer,planned,
340a61d9-6168-4559-8a98-ebae3103ad2e,254e81ef-b667-48e9-80fd-b5ade5a5d8e6,Advanced navigator for Semantic Layer #440,Advanced navigator capability in Semantic Layer,shipped,2022-09-06
0cf152bc-1f5b-486f-90e8-d30587195be3,7c375d6a-0067-43f2-bb65-0e9d81262a78,Smart navigator for Semantic Layer #441,Smart navigator capability in Semantic Layer,planned,
0d7fe2ee-27d7-4a1a-b442-20a067c13e7a,61094971-98a2-49ad-b242-76fa3d7d7a9c,Bulk navigator for Semantic Layer #442,Bulk navigator capability in Semantic Layer,shipped,2025-10-07
7c79ec0d-cc9e-4d7f-8773-dce1df4d05de,d9f94f60-ee9a-4341-9a3c-095bb5a05453,Custom navigator for Semantic Layer #443,Custom navigator capability in Semantic Layer,shipped,2021-05-21
