id,feature_id,title,description,status,is_blocking,priority,raw_input_count,created_at,updated_at
01b0610d-5d1d-48c6-927e-caab391411f2,04b7d90c-a98b-41e9-86d8-4d30ed9ef514,Support scheduling for Bulk renderer for Self-Service #962 #1980,Support scheduling in the context of Bulk renderer for Self-Service #962,deferred,false,high,9,2019-07-19 03:54:14,2025-09-28 03:54:14
1da5f243-95a4-448e-82de-58d2eca007ac,57f0c151-10af-4b25-8b92-2b5d1ebc9e39,Add scheduling for Custom renderer for Self-Service #963 #1981,Add scheduling in the context of Custom renderer for Self-Service #963,shipped,false,high,12,2023-01-27 03:54:14,2025-11-04 03:54:14
2a3c6616-33e0-4ce3-b927-24427aa7e9ae,050d47bf-b4d5-4398-9735-f23d94ada13d,Improve scheduling for Auto renderer for Self-Service #964 #1982,Improve scheduling in the context of Auto renderer for Self-Service #964,deferred,false,high,7,2020-04-08 03:54:14,2026-01-23 03:54:14
e4de2e15-b795-4ba5-b11a-6ee0bea3fe65,f591e777-bcb0-481a-849f-418af5430b99,Fix scheduling for Enhanced renderer for Self-Service #965 #1983,Fix scheduling in the context of Enhanced renderer for Self-Service #965,open,false,medium,1,2022-07-03 03:54:14,2025-09-30 03:54:14
374ca087-af71-496b-ac22-ab805844a8eb,ae6d733a-7594-499c-aba4-bbb230e0486e,Enable scheduling for Inline renderer for Self-Service #966 #1984,Enable scheduling in the context of Inline renderer for Self-Service #966,planned,false,critical,3,2025-03-07 03:54:14,2026-01-05 03:54:14
ab7e9994-9127-4fd6-b395-eb75d981ce24,d1ecb7d5-5798-41cf-8a63-5662eaab4af9,Enhance scheduling for Live renderer for Self-Service #967 #1985,Enhance scheduling in the context of Live renderer for Self-Service #967,wont_do,false,medium,10,2023-12-26 03:54:14,2025-11-22 03:54:14
666bdfff-080c-47e0-a180-4f41e03bf1b1,22c08138-4fc6-4b93-8faf-b06742b91856,Optimize scheduling for Cached renderer for Self-Service #968 #1986,Optimize scheduling in the context of Cached renderer for Self-Service #968,open,false,medium,7,2023-05-17 03:54:14,2025-09-17 03:54:14
9a6fe11d-a097-4e24-849e-823f9a2555c0,f8a88260-dfe4-46ba-9d12-af330790baba,Rework scheduling for Async renderer for Self-Service #969 #1987,Rework scheduling in the context of Async renderer for Self-Service #969,workaround,false,medium,3,2025-05-15 03:54:14,2025-10-22 03:54:14
bdda4633-13c0-40b1-b8c7-12af77d69b8a,fb7ebeec-7b61-4162-8a22-dc7a25f318bf,Migrate scheduling for Advanced connector for Self-Service #970 #1988,Migrate scheduling in the context of Advanced connector for Self-Service #970,shipped,false,medium,0,2019-07-21 03:54:14,2025-09-25 03:54:14
6ce456c1-911e-4920-a8ba-2afea1d2e245,4a102af0-dc44-49f8-b3f0-1c47ef05c7e9,Extend scheduling for Smart connector for Self-Service #971 #1989,Extend scheduling in the context of Smart connector for Self-Service #971,planned,false,low,11,2024-12-11 03:54:14,2026-03-12 03:54:14
7045784e-ee71-4e9e-9abe-4b92c4538696,86569bf7-7cd6-4bae-a2c6-60597fa23466,Support notifications for Bulk connector for Self-Service #972 #1990,Support notifications in the context of Bulk connector for Self-Service #972,open,false,high,6,2023-11-19 03:54:14,2026-03-02 03:54:14
155a4591-0f96-4605-b5ae-a731ded765fa,64d6a460-1a00-41e2-9bb2-6141006a8868,Add notifications for Custom connector for Self-Service #973 #1991,Add notifications in the context of Custom connector for Self-Service #973,planned,false,medium,7,2026-02-28 03:54:14,2026-02-26 03:54:14
7e84cdee-a5f5-465b-bb78-744edf404f73,79cd0a6c-6188-43db-9c40-b312658058e0,Improve notifications for Auto connector for Self-Service #974 #1992,Improve notifications in the context of Auto connector for Self-Service #974,open,true,medium,11,2020-12-06 03:54:14,2026-03-21 03:54:14
a9cba965-a409-4c04-8ced-ae4345c6ee19,9319ebc1-110b-4ce6-8917-14d43d9cd625,Fix notifications for Enhanced connector for Multi-tenancy #97 #1993,Fix notifications in the context of Enhanced connector for Multi-tenancy #975,open,false,medium,3,2019-06-21 03:54:14,2026-01-22 03:54:14
af8a7bb6-4980-47cc-9990-e50f3b1e201c,dbaec872-da29-493f-93f2-2be84d406801,Enable notifications for Inline connector for Multi-tenancy #976 #1994,Enable notifications in the context of Inline connector for Multi-tenancy #976,open,false,high,5,2020-01-01 03:54:14,2025-11-19 03:54:14
23efb30a-6ac3-457a-85ca-779eb7a79b37,588cd704-b2b0-4a16-86da-3fbe2006ad73,Enhance notifications for Live connector for Multi-tenancy #977 #1995,Enhance notifications in the context of Live connector for Multi-tenancy #977,open,false,medium,12,2025-10-06 03:54:14,2025-10-17 03:54:14
0859afe6-3b9f-475c-b0a5-89c8453ab617,f54273e3-5113-4936-ad2f-e34a1c59beb2,Optimize notifications for Cached connector for Multi-tenancy #978 #1996,Optimize notifications in the context of Cached connector for Multi-tenancy #978,shipped,true,medium,8,2019-06-27 03:54:14,2025-11-04 03:54:14
54055ad6-e257-4cab-a66a-90a910280784,365622b0-d183-4d12-a509-1e8584d001b8,Rework notifications for Async connector for Multi-tenancy #979 #1997,Rework notifications in the context of Async connector for Multi-tenancy #979,open,false,medium,5,2021-04-10 03:54:14,2025-11-12 03:54:14
3859cfd2-9b2c-41be-a7ae-9d07363826cb,fc9d20df-997b-4d62-b1bf-5b20c3a64ea7,Migrate notifications for Advanced validator for Multi-tenancy #98 #1998,Migrate notifications in the context of Advanced validator for Multi-tenancy #980,shipped,false,low,11,2020-07-12 03:54:14,2026-01-19 03:54:14
1a17302e-82a5-4b2f-b9d3-4b87cb30ff2a,04a538c3-4ec6-4e44-87d4-727182980fc9,Extend notifications for Smart validator for Multi-tenancy #981 #1999,Extend notifications in the context of Smart validator for Multi-tenancy #981,open,true,medium,4,2021-12-09 03:54:14,2026-03-03 03:54:14
357e9bf5-f1e5-49e2-93cf-7f1b401905c4,9422fe78-85aa-44b7-a2ac-69681cb55ac4,Support workflow for Public dashboard links #2000,Support workflow in the context of Public dashboard links,planned,false,high,5,2025-08-26 03:54:14,2026-03-27 03:54:14
58582425-62d8-468a-a392-5a135a7b8dd0,d812d7d2-58f7-474b-8c8b-aa919bde16de,Add workflow for Password-protected embeds #2001,Add workflow in the context of Password-protected embeds,wont_do,false,high,0,2021-02-20 03:54:14,2026-03-16 03:54:14
06d065e1-934c-4ccd-a677-8b78612a9f65,9067fac3-479a-4757-9cf4-cebf26928823,Improve workflow for White-label embedding #2002,Improve workflow in the context of White-label embedding,planned,false,high,10,2025-04-18 03:54:14,2026-01-23 03:54:14
e94fd144-09d5-4095-b94f-3f935c21adcf,0ffc87bf-0249-47b3-9494-50c57e17ee24,Fix workflow for Shared folders #2003,Fix workflow in the context of Shared folders,workaround,false,high,12,2024-04-23 03:54:14,2025-10-31 03:54:14
817ab252-3a49-4b95-9b51-69cbd63e4017,6e8258a0-feaa-49a4-a4d9-743482d50c3d,Enable workflow for Dashboard templates #2004,Enable workflow in the context of Dashboard templates,shipped,false,critical,5,2020-08-28 03:54:14,2025-11-09 03:54:14
dbb85d70-11e2-48c6-8731-bf67c8bad390,cf167202-9b1e-40df-99e3-52bc692f9a62,Enhance workflow for Column masking #2005,Enhance workflow in the context of Column masking,open,false,low,5,2023-11-24 03:54:14,2025-11-17 03:54:14
1bb28c58-13b1-472c-a8a9-68b58d554ee5,d7695d2b-5c66-4047-9a3b-48ce077858c6,Optimize workflow for Column-level permissions #2006,Optimize workflow in the context of Column-level permissions,planned,false,high,9,2025-11-23 03:54:14,2026-03-26 03:54:14
a3465cf4-2c84-4fd6-b246-812413823421,902f554f-4769-4f45-85a1-018776af9d70,Rework workflow for Dynamic row-level security #2007,Rework workflow in the context of Dynamic row-level security,deferred,false,medium,12,2020-09-19 03:54:14,2026-03-25 03:54:14
3a1e19a9-b85f-4c12-ba98-40ac5c923cb2,cac5e419-a676-4dd5-8007-573a597f2dc9,Migrate workflow for User attribute filters #2008,Migrate workflow in the context of User attribute filters,shipped,false,medium,11,2019-06-20 03:54:14,2025-12-07 03:54:14
619f8129-a1bb-4fd2-ac2b-58ddb2bb9473,84e440f8-cb31-4200-a100-112eaf399229,Extend workflow for Smart query caching #2009,Extend workflow in the context of Smart query caching,shipped,false,medium,6,2025-05-10 03:54:14,2026-01-30 03:54:14
d7b3bd11-9945-4599-a9c5-6286f5b253a7,0a51c01f-3cef-443a-9365-d0cc6e8d0bad,Support configuration for Pre-built aggregates #2010,Support configuration in the context of Pre-built aggregates,planned,false,medium,8,2020-11-01 03:54:14,2025-11-07 03:54:14
a54fa4c4-d2cc-4e00-bc60-f456ddb5c380,7a5f4404-2962-43f6-bb47-fb71bb5e355b,Add configuration for BigQuery connector #2011,Add configuration in the context of BigQuery connector,deferred,true,high,7,2022-04-11 03:54:14,2026-01-27 03:54:14
715eb61e-fd19-4eb9-a019-d163b652220b,5e4f59d2-a2c0-4d51-b8a7-b9effabb7f1b,Improve configuration for Snowflake connector #2012,Improve configuration in the context of Snowflake connector,shipped,false,high,9,2020-08-31 03:54:14,2025-11-06 03:54:14
15378c28-2f9a-40be-8fa1-4a7d47ef37d7,69533b0f-8ed1-4907-b6b6-3219ac6795cc,Fix configuration for Redshift connector #2013,Fix configuration in the context of Redshift connector,open,false,medium,7,2024-11-02 03:54:14,2026-01-13 03:54:14
b5f0c93a-8ab0-4266-af7f-98e7d862ac97,02ddeb1c-9a29-449d-9a44-b567af38e268,Enable configuration for Embedding SDK #2014,Enable configuration in the context of Embedding SDK,workaround,true,high,3,2020-06-28 03:54:14,2025-10-29 03:54:14
ad51bf31-14e1-4deb-af03-6756676f2e2a,3303d3a3-ce76-477f-9dba-643f3bb4c5f3,Enhance configuration for REST API #2015,Enhance configuration in the context of REST API,workaround,false,high,4,2020-11-17 03:54:14,2026-01-16 03:54:14
38ab7259-0139-4231-8724-bdd43e43ca59,d4cf7379-9d8e-4d16-8594-8a5f3183a6f2,Optimize configuration for SAML 2.0 integration #2016,Optimize configuration in the context of SAML 2.0 integration,deferred,false,high,7,2023-04-24 03:54:14,2025-12-26 03:54:14
e063a425-4b8e-49cc-83e2-594e6c0191fd,089deb50-a8a2-481a-814a-9228580f569b,Rework configuration for User activity log #2017,Rework configuration in the context of User activity log,shipped,true,high,0,2020-01-30 03:54:14,2026-01-18 03:54:14
b1e33602-fffd-4233-bd22-554129ff915c,0784f03e-d991-43e4-9a73-52e082464570,Migrate configuration for Advanced editor for Data Modeling #0 #2018,Migrate configuration in the context of Advanced editor for Data Modeling #0,planned,true,medium,7,2024-11-18 03:54:14,2025-09-23 03:54:14
06f16b69-5524-40ec-bfcd-11486f54c030,a2dbfea5-feef-4b25-ada3-1891850456cc,Extend configuration for Smart editor for Data Modeling #1 #2019,Extend configuration in the context of Smart editor for Data Modeling #1,open,false,medium,5,2022-12-12 03:54:14,2026-03-24 03:54:14
c4a2150b-f7a9-45ba-8dcf-2290cb59fe55,6aaee075-761a-4ad3-8818-3b4032d946e5,Support rendering for Bulk editor for Data Modeling #2 #2020,Support rendering in the context of Bulk editor for Data Modeling #2,deferred,false,low,4,2025-07-06 03:54:14,2026-03-12 03:54:14
7ce91499-15fd-4b4a-95e0-1b7958b4727f,8197d09d-1f46-428d-8deb-b99822098590,Add rendering for Custom editor for Data Modeling #3 #2021,Add rendering in the context of Custom editor for Data Modeling #3,open,false,medium,11,2025-04-12 03:54:14,2025-10-19 03:54:14
00d1b3c3-5f21-4e87-b22e-bd62e33abafb,c5a4f158-438d-485a-9788-c463b41008b9,Improve rendering for Auto editor for Data Modeling #4 #2022,Improve rendering in the context of Auto editor for Data Modeling #4,planned,false,medium,9,2024-06-17 03:54:14,2026-02-18 03:54:14
c4dd001b-c82e-4916-9e84-2a1e70d6ffd4,04ca488c-b9d4-46e1-a91c-77c14601ea54,Fix rendering for Enhanced editor for Data Modeling #5 #2023,Fix rendering in the context of Enhanced editor for Data Modeling #5,open,false,medium,6,2021-05-19 03:54:14,2026-02-15 03:54:14
a6dd4a1e-2dbb-4a4e-b0f8-9c6cdc93e2c5,d0d0152d-31d3-4286-812a-654f7816d732,Enable rendering for Inline editor for Data Modeling #6 #2024,Enable rendering in the context of Inline editor for Data Modeling #6,shipped,true,high,6,2023-07-22 03:54:14,2025-09-18 03:54:14
d374dcc7-45ab-41e1-89a7-9811607b5bc1,049f99d1-a1a9-4901-b7d9-285397c78bc0,Enhance rendering for Live editor for Data Modeling #7 #2025,Enhance rendering in the context of Live editor for Data Modeling #7,deferred,false,medium,5,2025-10-11 03:54:14,2026-03-28 03:54:14
92738470-55ee-45a2-a210-e64d085e92cd,fdc30e23-60d4-48ea-b149-ed0155ffa616,Optimize rendering for Cached editor for Data Modeling #8 #2026,Optimize rendering in the context of Cached editor for Data Modeling #8,open,false,medium,7,2025-09-02 03:54:14,2026-01-31 03:54:14
67508b0a-7560-43e8-a3dc-bd7e437415f9,d2312e54-2808-44f3-869b-5cd9ff1fb847,Rework rendering for Async editor for Data Modeling #9 #2027,Rework rendering in the context of Async editor for Data Modeling #9,shipped,false,high,11,2023-01-10 03:54:14,2026-01-14 03:54:14
2c95ef81-e6c6-499e-837e-5d1fd76b0996,c2b8d14d-2787-48d2-8c6b-796121d57fc8,Migrate rendering for Advanced viewer for Data Modeling #10 #2028,Migrate rendering in the context of Advanced viewer for Data Modeling #10,deferred,true,low,6,2025-04-12 03:54:14,2026-03-14 03:54:14
8a02485e-8397-4f62-a46b-c70beb46b9b2,31e69ba2-33bb-4922-9c03-7ee266a71629,Extend rendering for Smart viewer for Data Modeling #11 #2029,Extend rendering in the context of Smart viewer for Data Modeling #11,planned,false,low,11,2024-02-18 03:54:14,2026-01-11 03:54:14
19b91274-98d1-4735-8d3d-f318ccb9a902,fac5d527-fe79-4abb-a077-5a70bb94e868,Support validation for Bulk viewer for Data Modeling #12 #2030,Support validation in the context of Bulk viewer for Data Modeling #12,shipped,false,high,8,2024-11-30 03:54:14,2025-11-12 03:54:14
3b64f88a-4f57-4fc4-94c4-742ccccf0cfa,b303de05-d70b-4bcf-a466-cc77f5bf37a8,Add validation for Custom viewer for Data Modeling #13 #2031,Add validation in the context of Custom viewer for Data Modeling #13,shipped,false,medium,1,2020-02-01 03:54:14,2025-10-16 03:54:14
d0ad4f38-e21e-4433-90e9-3658d6b458a6,21f47d5a-64b1-4579-82ab-a9fd63dab59a,Improve validation for Auto viewer for Data Modeling #14 #2032,Improve validation in the context of Auto viewer for Data Modeling #14,open,false,high,6,2023-09-11 03:54:14,2025-11-25 03:54:14
3e3cec18-8312-4e4d-91b4-979ef553355b,04bb0c66-d8e6-419e-b9a7-eede01c944c4,Fix validation for Enhanced viewer for Data Modeling #15 #2033,Fix validation in the context of Enhanced viewer for Data Modeling #15,deferred,false,medium,7,2019-05-29 03:54:14,2026-01-08 03:54:14
e1a43228-39e9-43d0-9c01-b2dc146e8789,59dec10a-7962-4fbd-aa4e-53ff8331afbf,Enable validation for Inline viewer for Data Modeling #16 #2034,Enable validation in the context of Inline viewer for Data Modeling #16,planned,false,high,5,2021-03-27 03:54:14,2025-10-26 03:54:14
90710d6b-a2ff-40b9-b9ef-4557fddfcc2e,666851d7-b2b2-4ac3-b248-15a8c781ba04,Enhance validation for Live viewer for Data Modeling #17 #2035,Enhance validation in the context of Live viewer for Data Modeling #17,open,false,critical,5,2025-11-14 03:54:14,2025-10-18 03:54:14
21e6810e-3bd6-4f6e-8ee6-31c9ba8a35cb,0182405a-411f-49ba-80b4-71fc8928a8e6,Optimize validation for Cached viewer for Data Modeling #18 #2036,Optimize validation in the context of Cached viewer for Data Modeling #18,open,false,critical,7,2020-08-12 03:54:14,2025-11-01 03:54:14
e76425b8-aa72-45ff-aeb1-5d07d9c38c6b,f6920483-e282-4c21-b8b6-2dd62ebdb295,Rework validation for Async viewer for Data Modeling #19 #2037,Rework validation in the context of Async viewer for Data Modeling #19,planned,false,low,9,2020-11-24 03:54:14,2025-12-29 03:54:14
c6d96c81-dcea-4a30-a2e3-7db52cd2a074,3c37cd42-49a7-4b8e-9724-e4d2ed198ada,Migrate validation for Advanced builder for Data Modeling #20 #2038,Migrate validation in the context of Advanced builder for Data Modeling #20,open,false,medium,5,2023-12-01 03:54:14,2026-03-24 03:54:14
e0185897-dfbd-4cdc-9272-fa83b1c13c4c,21b24ce3-1f20-4ca8-8ab1-07af4dd81767,Extend validation for Smart builder for Data Modeling #21 #2039,Extend validation in the context of Smart builder for Data Modeling #21,planned,false,high,11,2025-05-05 03:54:14,2025-11-26 03:54:14
6fb57dc7-c3d8-4062-b7e1-12240a352c81,2f0d0d6f-aaee-41c6-9a78-d11bee0edb47,Support caching for Bulk builder for Data Modeling #22 #2040,Support caching in the context of Bulk builder for Data Modeling #22,shipped,false,high,3,2021-11-08 03:54:14,2026-02-21 03:54:14
523f8bcf-b8c0-4614-9e04-4c8aedd12ba3,7a0d85a4-8f0f-44de-8131-b8cd71769c8d,Add caching for Custom builder for Data Modeling #23 #2041,Add caching in the context of Custom builder for Data Modeling #23,open,false,low,1,2021-10-02 03:54:14,2025-10-16 03:54:14
71b0a1df-7ec1-490d-a830-474552fd490b,d5245612-18f3-488a-8e52-f2dca20167a8,Improve caching for Auto builder for Data Modeling #24 #2042,Improve caching in the context of Auto builder for Data Modeling #24,open,false,low,4,2025-11-09 03:54:14,2026-03-25 03:54:14
d0afe20e-2b47-4d33-97f9-9bc2c5e37e8d,a503a41b-0edf-48ec-9b9f-32beaa36d74d,Fix caching for Enhanced builder for Visualization #25 #2043,Fix caching in the context of Enhanced builder for Visualization #25,workaround,false,critical,5,2024-11-20 03:54:14,2026-03-25 03:54:14
c790daff-9793-4048-845b-9d3f53817170,52842893-99cd-4466-88e0-9a3618d6159e,Enable caching for Inline builder for Visualization #26 #2044,Enable caching in the context of Inline builder for Visualization #26,shipped,false,high,9,2025-02-21 03:54:14,2026-03-31 03:54:14
b4d24e8a-2cbe-453f-a9d7-5129ca84da35,497cde91-32dd-418b-8fd2-9cf2aa8b9333,Enhance caching for Live builder for Visualization #27 #2045,Enhance caching in the context of Live builder for Visualization #27,planned,true,low,0,2022-02-24 03:54:14,2025-09-25 03:54:14
fb19c7d0-2674-47bf-98ed-b257d45b6df1,bf059a0d-41de-4f6a-9117-74b6d5d3e120,Optimize caching for Cached builder for Visualization #28 #2046,Optimize caching in the context of Cached builder for Visualization #28,planned,false,critical,11,2022-10-25 03:54:14,2026-02-23 03:54:14
26878e50-a99f-4723-bb9c-0704d302e76a,f868f46b-a443-4092-afd6-bf796b2a1867,Rework caching for Async builder for Visualization #29 #2047,Rework caching in the context of Async builder for Visualization #29,shipped,false,medium,7,2024-09-20 03:54:14,2026-03-02 03:54:14
389c13ac-662a-48aa-9b6e-d30666089b5a,7cb7af96-4dc2-454e-a31f-a112a22e6a1d,Migrate caching for Advanced picker for Visualization #30 #2048,Migrate caching in the context of Advanced picker for Visualization #30,open,false,high,0,2021-01-27 03:54:14,2026-03-11 03:54:14
2410b95e-9ac7-4d75-87aa-3a8de5f4c726,9b307e77-bd92-41a7-aa24-0a25d1366857,Extend caching for Smart picker for Visualization #31 #2049,Extend caching in the context of Smart picker for Visualization #31,open,true,medium,1,2020-04-13 03:54:14,2025-10-03 03:54:14
d5423d63-9ab9-4f33-868d-144d3c722bdc,40133448-04de-437a-8e01-f3c0155ee652,Support permissions for Bulk picker for Visualization #32 #2050,Support permissions in the context of Bulk picker for Visualization #32,planned,false,medium,1,2021-07-16 03:54:14,2025-11-06 03:54:14
8720a733-aa19-4f37-938a-30ece3276da3,07d59a47-2247-4f84-ba04-4f1f9b1d959e,Add permissions for Custom picker for Visualization #33 #2051,Add permissions in the context of Custom picker for Visualization #33,shipped,true,medium,6,2024-06-21 03:54:14,2025-11-22 03:54:14
bd3e72ef-12d0-4802-8462-baabf1964cbc,ee5e1960-fe6a-491e-aeb7-06c905a1c948,Improve permissions for Auto picker for Visualization #34 #2052,Improve permissions in the context of Auto picker for Visualization #34,open,false,low,6,2021-03-16 03:54:14,2025-11-17 03:54:14
03a3e01f-1b8d-4a85-8e37-28e520f19232,b76f00c7-b7a0-4f33-a607-007e8944d3f2,Fix permissions for Enhanced picker for Visualization #35 #2053,Fix permissions in the context of Enhanced picker for Visualization #35,open,false,medium,9,2022-11-29 03:54:14,2025-11-01 03:54:14
6215259d-f555-468d-956f-2dde1c092d8f,1a3d21c9-b39b-4f02-9387-b79186b11adc,Enable permissions for Inline picker for Visualization #36 #2054,Enable permissions in the context of Inline picker for Visualization #36,deferred,false,low,6,2023-11-06 03:54:14,2026-02-20 03:54:14
30784a85-6798-4d9a-b803-234004b80155,1b6aee0f-c5d8-4e24-9489-704bff90ef46,Enhance permissions for Live picker for Visualization #37 #2055,Enhance permissions in the context of Live picker for Visualization #37,shipped,false,high,0,2022-03-30 03:54:14,2025-10-07 03:54:14
12ffb98c-f160-42ee-8282-b79f209b6131,23d92a89-18a1-442b-9392-579031e78934,Optimize permissions for Cached picker for Visualization #38 #2056,Optimize permissions in the context of Cached picker for Visualization #38,wont_do,false,medium,3,2021-12-13 03:54:14,2025-11-16 03:54:14
4929b20a-5446-4890-a64f-ccd86ba53418,0c8c1b80-f4bc-439a-91fc-087c6a27c760,Rework permissions for Async picker for Visualization #39 #2057,Rework permissions in the context of Async picker for Visualization #39,shipped,false,low,5,2025-10-16 03:54:14,2025-12-06 03:54:14
c052e658-e628-451e-97c2-df2b99a8dfc1,77eea086-68fe-42be-b982-1ed034d0684d,Migrate permissions for Advanced navigator for Visualization #40 #2058,Migrate permissions in the context of Advanced navigator for Visualization #40,open,false,critical,0,2024-08-22 03:54:14,2026-03-11 03:54:14
ceebb19f-365a-46e2-8cfb-55c66a051525,c48df6f5-7e58-4a87-96d1-4bd464226ed6,Extend permissions for Smart navigator for Visualization #41 #2059,Extend permissions in the context of Smart navigator for Visualization #41,workaround,false,high,12,2020-10-26 03:54:14,2025-12-06 03:54:14
d97a49dc-362e-4acf-841d-8afecffdee37,89fd2b75-9563-4fe8-ac50-2dcc086b7ed3,Support export for Bulk navigator for Visualization #42 #2060,Support export in the context of Bulk navigator for Visualization #42,workaround,false,medium,8,2024-03-02 03:54:14,2025-12-11 03:54:14
aa4756ad-ae69-4fa7-805f-99c228fc5409,3bcd4b87-9d88-4bae-86ef-bc2b5154b6df,Add export for Custom navigator for Visualization #43 #2061,Add export in the context of Custom navigator for Visualization #43,open,false,low,2,2020-12-31 03:54:14,2025-10-30 03:54:14
cdb7ac90-9bbc-40d4-a9b8-22f7fce4e93a,b11ccfda-f232-460b-9801-ebde02cf18e9,Improve export for Auto navigator for Visualization #44 #2062,Improve export in the context of Auto navigator for Visualization #44,shipped,true,high,9,2026-01-05 03:54:14,2026-01-18 03:54:14
960fdfac-d436-4711-a364-a57dada7410f,0d94fd01-304e-4fb2-861d-1508db300ff1,Fix export for Enhanced navigator for Visualization #45 #2063,Fix export in the context of Enhanced navigator for Visualization #45,open,false,medium,1,2020-06-05 03:54:14,2025-11-02 03:54:14
43ad79ec-fa6f-414f-a7ec-770b87235443,b31c57ec-7acd-4f2a-9bb3-5e53d76529e4,Enable export for Inline navigator for Visualization #46 #2064,Enable export in the context of Inline navigator for Visualization #46,open,false,high,3,2020-04-13 03:54:14,2025-11-08 03:54:14
b485462a-e2ee-4fa0-a70e-0bd063d3e985,5d7a8018-d70e-4ed0-8de4-78acb409d52b,Enhance export for Live navigator for Visualization #47 #2065,Enhance export in the context of Live navigator for Visualization #47,shipped,false,medium,8,2021-02-05 03:54:14,2025-11-11 03:54:14
beb25961-c99b-4e48-bdf6-a019e7ff6b8d,3c58a259-b50c-47ec-99c6-eeb273a566ba,Optimize export for Cached navigator for Visualization #48 #2066,Optimize export in the context of Cached navigator for Visualization #48,planned,false,medium,8,2020-11-22 03:54:14,2025-10-09 03:54:14
60f06dce-5169-48e1-a413-0b2018c8d3e3,5e58a4a7-6e13-46dd-8604-650f4393b562,Rework export for Async navigator for Visualization #49 #2067,Rework export in the context of Async navigator for Visualization #49,workaround,false,medium,6,2024-06-25 03:54:14,2025-11-28 03:54:14
a2e3ae5d-d0f4-4943-8a88-6421a5c36ef1,faa4c662-e6c1-42bf-be15-f7623f92ee8e,Migrate export for Advanced wizard for Charts #50 #2068,Migrate export in the context of Advanced wizard for Charts #50,wont_do,true,high,11,2022-02-02 03:54:14,2025-11-26 03:54:14
8ceccad7-6ec8-44af-b3da-05a5f2116af1,b548ed71-3c9b-435f-b355-fdf5e0358a50,Extend export for Smart wizard for Charts #51 #2069,Extend export in the context of Smart wizard for Charts #51,open,false,high,10,2025-12-31 03:54:14,2026-03-18 03:54:14
c06e9493-6064-4fcd-b2e4-df7fd306b3d0,50e7f833-3434-4caf-a828-72de79d3357c,Support filtering for Bulk wizard for Charts #52 #2070,Support filtering in the context of Bulk wizard for Charts #52,deferred,false,low,8,2024-12-08 03:54:14,2026-03-20 03:54:14
0ed16ca2-c934-432a-a858-973604c856ca,bc00aa58-c7fd-48ec-b370-ea13ac9a0253,Add filtering for Custom wizard for Charts #53 #2071,Add filtering in the context of Custom wizard for Charts #53,shipped,false,high,10,2019-07-03 03:54:14,2025-09-16 03:54:14
5582a45e-27d2-40e6-8c2d-377d6611df1c,7e8a6430-1089-4b72-b459-ea9b93d1fc73,Improve filtering for Auto wizard for Charts #54 #2072,Improve filtering in the context of Auto wizard for Charts #54,planned,false,low,9,2025-12-04 03:54:14,2026-03-28 03:54:14
5e8d7187-de19-410b-92a2-4765df677e65,92262498-b327-41a6-9901-975ce84d8ea1,Fix filtering for Enhanced wizard for Charts #55 #2073,Fix filtering in the context of Enhanced wizard for Charts #55,planned,true,low,9,2025-09-30 03:54:14,2025-12-16 03:54:14
f28146d8-3025-4634-8705-d6d90620a586,558c3476-6e5a-4458-b6b9-a83b88602823,Enable filtering for Inline wizard for Charts #56 #2074,Enable filtering in the context of Inline wizard for Charts #56,deferred,false,medium,11,2021-11-16 03:54:14,2026-02-12 03:54:14
a503af39-3cf0-4465-9ef5-40ee0f874604,0ee5a921-6658-4463-b747-6f2b42402743,Enhance filtering for Live wizard for Charts #57 #2075,Enhance filtering in the context of Live wizard for Charts #57,shipped,false,medium,12,2025-08-30 03:54:14,2026-02-13 03:54:14
e4e9c865-6a79-4cac-8cc4-70c3f00ebdab,851b1949-16de-456d-809d-d9c2259ae2d3,Optimize filtering for Cached wizard for Charts #58 #2076,Optimize filtering in the context of Cached wizard for Charts #58,open,false,low,10,2020-03-16 03:54:14,2025-09-16 03:54:14
ef1036c3-4568-42fa-841a-3b0af22ce1a8,9ce57ed8-cd11-4edd-981a-8bb01f51acd6,Rework filtering for Async wizard for Charts #59 #2077,Rework filtering in the context of Async wizard for Charts #59,planned,true,medium,11,2020-11-03 03:54:14,2026-01-14 03:54:14
26c63a3b-8032-45f0-9ec1-eee6441a79fe,e6b2389b-0fd8-4de7-9a0e-840d14d465ee,Migrate filtering for Advanced renderer for Charts #60 #2078,Migrate filtering in the context of Advanced renderer for Charts #60,open,false,medium,0,2021-06-22 03:54:14,2026-01-16 03:54:14
f32c0bf5-46df-4a49-b72b-27500d0a5135,cce547e7-8cbc-4482-909d-a97b0cadd97b,Extend filtering for Smart renderer for Charts #61 #2079,Extend filtering in the context of Smart renderer for Charts #61,open,false,critical,6,2020-01-29 03:54:14,2025-12-23 03:54:14
df1c28d8-0db4-44f6-bd8b-825f95b500d9,9f9ea473-ee84-4869-9e1e-880c8780ad26,Support scheduling for Bulk renderer for Charts #62 #2080,Support scheduling in the context of Bulk renderer for Charts #62,open,true,high,11,2025-04-13 03:54:14,2025-12-19 03:54:14
88312ba0-39ec-4a4e-931e-81611aa29478,6ec48bde-bd41-44ac-9f63-53f8f1c4f5d6,Add scheduling for Custom renderer for Charts #63 #2081,Add scheduling in the context of Custom renderer for Charts #63,workaround,false,high,8,2025-12-12 03:54:14,2025-09-24 03:54:14
